p0,rr,entrega,cancela,reocupa,llenado,autogestion,no_show_base,no_show_medapp,reduccion_no_show_rel,ocupacion_base,ocupacion_medapp,delta_ocupacion_pp,delta_ocupacion_rel,reduccion_tiempo_asignacion
0.3117512599435465,1.1572742048771651,0.875229358987251,0.16498138116333888,0.22332098597094419,0.9276500937547585,0.538597182412706,0.2853957636566332,0.19173363949483352,0.328183302238806,0.6677083333333333,0.7333333333333333,0.06562499999999993,0.0982839313572541,0.538597182412706
0.25893515883972235,1.1397750399629532,0.8707751287821006,0.2502865877849998,0.14193984961842873,0.8849055603283489,0.4010754259799154,0.26540284360189575,0.12576312576312576,0.5261425082853655,0.6458333333333334,0.7458333333333333,0.09999999999999998,0.1548387096774193,0.4010754259799154
0.3305883387604146,1.1973044310682746,0.9509193774946056,0.32694526928860534,0.015734897468958797,0.7715331391152372,0.3721330932119804,0.3399734395750332,0.15164520743919885,0.553949839055794,0.5177083333333333,0.6177083333333333,0.09999999999999998,0.19315895372233394,0.3721330932119804
0.2357609503818218,1.1981909031945266,0.8733815158095732,0.49145506984498244,0.20740010754126767,0.8047818163397205,0.6591470077790278,0.24489795918367346,0.10298102981029811,0.579494128274616,0.6166666666666667,0.6895833333333333,0.07291666666666663,0.1182432432432432,0.6591470077790278
0.33297359007805594,1.0968104876595155,0.9140500356895778,0.4806684082992152,0.05612486279653531,0.7673268399043898,0.458018617940096,0.3284182305630027,0.19196428571428573,0.4154883381924198,0.521875,0.565625,0.04375000000000007,0.08383233532934153,0.458018617940096
0.3180738880929014,1.1450302535118595,0.8903985709984017,0.16016119364260517,0.14907114083472858,0.8519603991921065,0.45392279939191227,0.3272946859903382,0.19600499375780275,0.4011360338322484,0.5802083333333333,0.6708333333333333,0.09062499999999996,0.15619389587073607,0.45392279939191227
0.33418384792700284,1.2426185198032407,0.9495254490070419,0.38840161990038835,0.17723868063592027,0.7778310835804492,0.2374941856968013,0.31048387096774194,0.14305949008498584,0.5392369669990067,0.534375,0.6302083333333334,0.09583333333333333,0.1793372319688109,0.2374941856968013
0.273957389542323,1.2008203335138925,0.8849679836006967,0.34766980896151695,0.3460449658635153,0.7955229441999924,0.4979693106934588,0.27430093209054596,0.11862068965517242,0.5675527284901238,0.5677083333333334,0.665625,0.09791666666666665,0.17247706422018338,0.4979693106934588
0.29806133776640653,1.1349626101141321,0.8639661999188416,0.22720817401133275,0.10786000117414725,0.911400491974763,0.6776644991483751,0.2842809364548495,0.17221584385763491,0.3942054433713783,0.66875,0.7510416666666667,0.08229166666666676,0.1230529595015577,0.6776644991483751
0.24224824079505594,1.149411592230916,0.9053773064073471,0.17631843188145285,0.07063670237587379,0.8690889809131973,0.5499242921207279,0.27017543859649124,0.11947431302270012,0.5577898803705256,0.65,0.7677083333333333,0.1177083333333333,0.1810897435897436,0.5499242921207279
0.23853776673707225,1.1396249867852015,0.9685994845132206,0.34744295842517336,0.24280679928702975,0.8568053915760526,0.22382994048984467,0.22249093107617895,0.11166875784190715,0.4980974851344717,0.6697916666666667,0.7375,0.06770833333333337,0.10108864696734066,0.22382994048984467
0.2746609240125579,1.0225326286463594,0.8841185445786784,0.3940026121158495,0.010093491437109537,0.8219349915702221,0.6873052821584184,0.27261146496815286,0.16831683168316833,0.3825761080780975,0.5947916666666667,0.6125,0.017708333333333326,0.02977232924693518,0.6873052821584184
0.28260370946372854,1.1059786762761756,0.9469122128965881,0.3475688913736079,0.03413581293285839,0.8934302262769053,0.678711469463924,0.2653301886792453,0.16666666666666666,0.3718518518518519,0.6489583333333333,0.6875,0.038541666666666696,0.05939004815409321,0.678711469463924
0.3006204585291603,1.133419696376509,0.9226856405825513,0.1634760334667748,0.13275954888832683,0.8662114424181456,0.2574634110465064,0.3079625292740047,0.2019115890083632,0.34436312922759627,0.615625,0.6958333333333333,0.08020833333333333,0.1302876480541455,0.2574634110465064
0.30625195276639783,1.0479737002014602,0.9188659303110323,0.4927339233772362,0.2504964864942484,0.9037488486442171,0.2159378850221077,0.31170336037079954,0.1477124183006536,0.5261122044852637,0.61875,0.6791666666666667,0.060416666666666674,0.09764309764309775,0.2159378850221077
0.2568101354458634,1.153927976666271,0.9683173595788233,0.37110404047679546,0.19967284704746213,0.9423016429502986,0.2195147989299815,0.26200873362445415,0.10616438356164383,0.5948059360730593,0.7041666666666667,0.815625,0.11145833333333333,0.15828402366863914,0.2195147989299815
0.2948898682345032,1.0624793363611422,0.9534546747680239,0.38220889033541217,0.004998907299370226,0.9093816158303367,0.4128748571586339,0.2942528735632184,0.15519399249061328,0.47258291614518144,0.6395833333333333,0.703125,0.06354166666666672,0.09934853420195444,0.4128748571586339
